time,x,y,z
5.09,6.431123396,0.220104881,31.74162288
5.092,6.307664971,0.173105718,31.57528003
5.094,6.185751159,0.129171734,31.40920748
5.096,6.065411056,0.088201294,31.2434632
5.098,5.946671183,0.050093882,31.07810107
5.1,5.829555558,0.014750245,30.91317104
5.102,5.714085768,-0.017927457,30.74871932
5.104,5.600281057,-0.048035561,30.58478858
5.106,5.488158389,-0.075668775,30.42141807
5.108,5.377732536,-0.100920094,30.25864382
5.11,5.269016157,-0.123880718,30.09649881
5.112,5.162019869,-0.144639976,29.93501314
5.114,5.056752331,-0.163285271,29.77421414
5.116,4.953220318,-0.17990202,29.61412659
5.118,4.8514288,-0.194573619,29.4547728
5.12,4.75138102,-0.207381401,29.29617281
5.122,4.653078564,-0.218404607,29.13834451
5.124,4.556521439,-0.227720366,28.98130375
5.126,4.461708148,-0.235403693,28.8250645
5.128,4.368635756,-0.241527471,28.66963897
5.13,4.277299966,-0.24616244,28.51503769
5.132,4.187695187,-0.249377217,28.36126968
5.134,4.099814599,-0.251238289,28.20834252
5.136,4.013650225,-0.251810034,28.05626245
5.138,3.929192987,-0.251154732,27.90503449
5.14,3.84643278,-0.249332587,27.75466252
5.142,3.765358524,-0.246401747,27.60514937
5.144,3.685958226,-0.242418333,27.45649689
5.146,3.608219043,-0.237436463,27.30870607
5.148,3.532127331,-0.231508284,27.16177706
5.15,3.457668704,-0.224684003,27.01570927
5.152,3.384828087,-0.217011926,26.87050144
5.154,3.313589764,-0.208538489,26.72615167
5.156,3.243937429,-0.199308296,26.58265754
5.158,3.175854234,-0.189364153,26.44001609
5.16,3.109322834,-0.178747112,26.29822393
5.162,3.044325433,-0.167496513,26.15727724
5.164,2.980843823,-0.155650018,26.01717187
5.166,2.91885943,-0.143243653,25.87790332
5.168,2.858353347,-0.130311853,25.73946683
5.17,2.799306378,-0.116887503,25.60185739
5.172,2.741699068,-0.10300197,25.46506977
5.174,2.685511745,-0.088685158,25.32909855
5.176,2.630724543,-0.073965538,25.19393818
5.178,2.577317445,-0.058870194,25.05958296
5.18,2.525270304,-0.043424863,24.9260271
5.182,2.474562877,-0.027653974,24.79326473
5.184,2.42517485,-0.011580688,24.6612899
5.186,2.377085865,0.004773061,24.53009663
5.188,2.330275545,0.021386532,24.39967891
5.19,2.284723516,0.038240133,24.27003073
5.192,2.240409434,0.055315389,24.14114605
5.194,2.197312998,0.072594899,24.01301889
5.196,2.15541398,0.090062308,23.88564325
5.198,2.114692233,0.107702265,23.7590132
5.2,2.07512772,0.125500391,23.63312285
5.202,2.036700523,0.143443246,23.50796634
5.204,1.99939086,0.161518296,23.38353789
5.206,1.963179104,0.179713877,23.25983179
5.208,1.928045792,0.198019168,23.13684239
5.21,1.893971642,0.216424159,23.01456412
5.212,1.860937562,0.23491962,22.8929915
5.214,1.828924663,0.253497074,22.77211911
5.216,1.79791427,0.272148767,22.65194165
5.218,1.76788793,0.290867642,22.53245387
5.22,1.738827425,0.309647312,22.41365066
5.222,1.710714774,0.328482034,22.29552696
5.224,1.683532247,0.347366683,22.17807783
5.226,1.657262369,0.366296729,22.06129841
5.228,1.631887928,0.385268216,21.94518394
5.23,1.607391978,0.404277735,21.82972977
5.232,1.583757847,0.423322402,21.71493132
5.234,1.560969142,0.442399843,21.60078412
5.236,1.539009752,0.461508166,21.4872838
5.238,1.517863852,0.480645946,21.37442608
5.24,1.497515906,0.499812205,21.26220676
5.242,1.477950672,0.519006394,21.15062176
5.244,1.459153202,0.538228373,21.03966707
5.246,1.441108845,0.557478398,20.92933879
5.248,1.42380325,0.576757101,20.81963308
5.25,1.407222366,0.596065479,20.71054623
5.252,1.391352442,0.615404873,20.60207458
5.254,1.376180031,0.634776958,20.49421457
5.256,1.361691988,0.65418373,20.38696275
5.258,1.34787547,0.673627487,20.28031571
5.26,1.334717939,0.693110824,20.17427016
5.262,1.322207157,0.712636616,20.06882286
5.264,1.310331189,0.732208007,19.96397069
5.266,1.299078402,0.7518284,19.85971058
5.268,1.288437461,0.771501448,19.75603953
5.27,1.278397333,0.791231041,19.65295466
5.272,1.26894728,0.811021298,19.55045312
5.274,1.260076863,0.830876557,19.44853216
5.276,1.251775935,0.85080137,19.3471891
5.278,1.244034645,0.870800492,19.24642134
5.28,1.236843431,0.890878872,19.14622634
5.282,1.23019302,0.911041648,19.04660163
5.284,1.224074429,0.931294142,18.94754483
5.286,1.218478957,0.951641848,18.84905362
5.288,1.213398186,0.972090433,18.75112574
5.29,1.208823981,0.992645726,18.65375903
5.292,1.204748483,1.013313713,18.55695136
5.294,1.201164109,1.034100538,18.4607007
5.296,1.19806355,1.055012489,18.36500507
5.298,1.195439766,1.076056002,18.26986258
5.3,1.193285987,1.097237653,18.17527138
5.302,1.191595708,1.118564156,18.08122971
5.304,1.190362688,1.140042358,17.98773588
5.306,1.189580945,1.161679237,17.89478826
5.308,1.189244755,1.1834819,17.80238528
5.31,1.18934865,1.20545758,17.71052546
5.312,1.189887416,1.227613633,17.61920738
5.314,1.190856086,1.249957536,17.5284297
5.316,1.192249943,1.272496888,17.43819113
5.318,1.194064514,1.295239405,17.34849048
5.32,1.196295569,1.318192919,17.2593266
5.322,1.198939118,1.341365382,17.17069845
5.324,1.201991408,1.364764859,17.08260503
5.326,1.205448922,1.388399529,16.99504545
5.328,1.209308376,1.412277687,16.90801886
5.33,1.213566715,1.436407743,16.82152452
5.332,1.218221113,1.460798219,16.73556176
5.334,1.22326897,1.485457754,16.65012998
5.336,1.228707909,1.5103951,16.56522868
5.338,1.234535776,1.535619125,16.48085742
5.34,1.240750635,1.561138812,16.39701587
5.342,1.247350767,1.586963262,16.31370379
5.344,1.254334669,1.613101694,16.23092099
5.346,1.261701053,1.639563443,16.14866743
5.348,1.269448841,1.666357967,16.06694312
5.35,1.277577164,1.693494845,15.98574819
5.352,1.286085363,1.720983777,15.90508285
5.354,1.294972984,1.74883459,15.82494742
5.356,1.304239778,1.777057234,15.74534234
5.358,1.313885701,1.80566179,15.66626813
5.36,1.323910908,1.834658468,15.58772545
5.362,1.334315755,1.864057608,15.50971503
5.364,1.3451008,1.893869688,15.43223776
5.366,1.356266795,1.924105318,15.35529463
5.368,1.36781469,1.954775249,15.27888675
5.37,1.379745632,1.985890373,15.20301535
5.372,1.392060959,2.017461724,15.12768182
5.374,1.404762206,2.049500483,15.05288766
5.376,1.417851098,2.082017979,14.9786345
5.378,1.431329553,2.115025693,14.90492414
5.38,1.445199678,2.148535256,14.83175851
5.382,1.459463774,2.182558461,14.75913969
5.384,1.474124327,2.217107256,14.68706992
5.386,1.489184015,2.252193752,14.61555161
5.388,1.504645703,2.287830226,14.54458731
5.39,1.520512445,2.324029122,14.47417978
5.392,1.536787482,2.360803055,14.40433192
5.394,1.553474242,2.398164812,14.33504685
5.396,1.57057634,2.436127358,14.26632784
5.398,1.58809758,2.474703836,14.19817838
5.4,1.606041951,2.513907572,14.13060215
5.402,1.624413628,2.553752079,14.06360305
5.404,1.643216974,2.594251054,13.99718519
5.406,1.662456538,2.635418388,13.93135289
5.408,1.682137057,2.677268165,13.86611073
5.41,1.702263454,2.719814663,13.80146348
5.412,1.72284084,2.763072364,13.7374162
5.414,1.743874512,2.807055948,13.67397419
5.416,1.765369957,2.851780301,13.61114299
5.418,1.787332848,2.897260515,13.54892844
5.42,1.809769049,2.943511893,13.48733665
5.422,1.83268461,2.990549948,13.42637401
5.424,1.856085773,3.03839041,13.36604722
5.426,1.87997897,3.087049223,13.30636328
5.428,1.904370822,3.136542549,13.24732952
5.43,1.929268142,3.18688677,13.1889536
5.432,1.954677933,3.238098491,13.13124351
5.434,1.980607394,3.29019454,13.07420761
5.436,2.007063913,3.34319197,13.0178546
5.438,2.034055076,3.397108061,12.96219359
5.44,2.061588657,3.451960316,12.90723405
5.442,2.089672631,3.507766467,12.85298588
5.444,2.118315165,3.564544474,12.79945938
5.446,2.147524623,3.622312527,12.74666528
5.448,2.177309566,3.681089044,12.69461477
5.45,2.207678754,3.740892668,12.6433195
5.452,2.238641141,3.801742269,12.59279158
5.454,2.270205882,3.863656941,12.54304362
5.456,2.302382332,3.926656006,12.49408876
5.458,2.335180045,3.990759005,12.44594064
5.46,2.368608773,4.055985703,12.39861345
5.462,2.402678472,4.122356079,12.35212195
5.464,2.437399295,4.189890322,12.30648148
5.466,2.472781597,4.258608832,12.26170797
5.468,2.508835934,4.328532216,12.21781799
5.47,2.545573064,4.399681283,12.17482873
5.472,2.583003946,4.472077034,12.13275806
5.474,2.621139739,4.545740658,12.09162452
5.476,2.659991802,4.620693521,12.05144735
5.478,2.699571692,4.696957163,12.01224656
5.48,2.73989117,4.77455329,11.97404285
5.482,2.780962191,4.853503762,11.93685776
5.484,2.822796913,4.933830586,11.90071359
5.486,2.865407686,5.015555898,11.86563347
5.488,2.908807054,5.098701947,11.83164142
5.49,2.953007757,5.183291093,11.7987623
5.492,2.998022725,5.269345789,11.7670219
5.494,3.043865078,5.356888562,11.73644694
5.496,3.090548126,5.445942001,11.7070651
5.498,3.138085358,5.536528731,11.67890509
5.5,3.186490445,5.628671386,11.65199659
5.502,3.235777237,5.722392604,11.62637038
5.504,3.285959756,5.817715,11.60205832
5.506,3.337052198,5.914661138,11.57909338
5.508,3.389068921,6.013253507,11.55750969
5.51,3.442024443,6.113514487,11.53734256
5.512,3.495933435,6.215466309,11.51862855
5.514,3.550810716,6.319131043,11.50140542
5.516,3.60667125,6.424530559,11.48571227
5.518,3.663530132,6.531686486,11.47158951
5.52,3.72140259,6.640620176,11.45907891
5.522,3.780303964,6.751352653,11.44822364
5.524,3.840249701,6.863904562,11.43906829
5.526,3.901255349,6.978296143,11.43165893
5.528,3.963336547,7.094547177,11.42604314
5.53,4.026509011,7.212676928,11.42227005
5.532,4.090788523,7.33270409,11.42039037
5.534,4.156190912,7.454646716,11.42045642
5.536,4.222732043,7.578522153,11.42252217
5.538,4.290427805,7.704346995,11.42664327
5.54,4.359294095,7.832137008,11.43287712
5.542,4.429346797,7.961907052,11.4412829
5.544,4.50060177,8.09367101,11.45192154
5.546,4.573074818,8.227441687,11.46485584
5.548,4.646781669,8.363230727,11.48015041
5.55,4.721737964,8.50104854,11.49787178
5.552,4.797959228,8.640904201,11.51808841
5.554,4.875460845,8.78280535,11.54087071
5.556,4.954258034,8.926758085,11.56629108
5.558,5.03436581,9.072766842,11.59442389
5.56,5.115798957,9.220834285,11.6253455
5.562,5.198572007,9.370961194,11.65913435
5.564,5.282699201,9.523146337,11.69587093
5.566,5.368194452,9.677386338,11.73563781
5.568,5.455071312,9.833675539,11.77851963
5.57,5.543342925,9.992005852,11.82460309
5.572,5.633021985,10.15236662,11.87397694
5.574,5.724120698,10.31474444,11.92673201
5.576,5.816650737,10.47912304,11.98296117
5.578,5.910623187,10.64548307,12.04275935
5.58,6.006048505,10.81380198,12.10622346
5.582,6.102936457,10.9840538,12.17345242
5.584,6.20129607,11.15620896,12.24454708
5.586,6.301135567,11.33023412,12.31961019
5.588,6.402462312,11.50609196,12.39874637
5.59,6.505282738,11.68374097,12.4820619
5.592,6.609602287,11.86313527,12.56966479
5.594,6.715425339,12.04422437,12.66166466
5.596,6.822755138,12.22695294,12.75817263
5.598,6.931593722,12.41126063,12.85930121
5.6,7.041941843,12.59708184,12.96516411
5.602,7.153798882,12.78434546,13.07587621
5.604,7.26716277,12.97297465,13.19155333
5.606,7.382029894,13.16288658,13.3123121
5.608,7.498395014,13.35399221,13.43826974
5.61,7.616251172,13.54619615,13.56954382
5.612,7.735589588,13.73939624,13.70625209
5.614,7.856399562,13.93348342,13.84851226
5.616,7.978668372,14.12834141,13.99644167
5.618,8.102381182,14.32384663,14.15015703
5.62,8.22752093,14.51986788,14.30977411
5.622,8.354068212,14.71626607,14.47540742
5.624,8.482001167,14.91289404,14.64716983
5.626,8.611295368,15.10959628,14.82517225
5.628,8.741923721,15.30620894,15.00952316
5.63,8.873856339,15.50255947,15.20032823
5.632,9.007060419,15.69846651,15.39768982
5.634,9.141500126,15.89373969,15.60170656
5.636,9.277136477,16.08817954,15.81247281
5.638,9.41392722,16.28157734,16.03007815
5.64,9.55182671,16.473715,16.2546068
5.642,9.690785785,16.66436502,16.48613703
5.644,9.83075168,16.85329055,16.72474062
5.646,9.971667882,17.0402453,16.97048217
5.648,10.11347402,17.22497356,17.22341844
5.65,10.25610577,17.40721025,17.48359766
5.652,10.39949473,17.58668113,17.75105894
5.654,10.54356835,17.76310286,18.02583147
5.656,10.68824981,17.93618323,18.30793378
5.658,10.83345791,18.10562139,18.59737294
5.66,10.97910708,18.27110822,18.89414403
5.662,11.12510718,18.43232667,19.19822913
5.664,11.27136355,18.58895211,19.50959661
5.666,11.41777687,18.7406529,19.82820037
5.668,11.56424317,18.8870909,20.1539792
5.67,11.71065379,19.02792211,20.48685587
5.672,11.85689535,19.16279732,20.82673635
5.674,12.00284974,19.29136291,21.17350913
5.676,12.14839418,19.41326162,21.52704469
5.678,12.29340119,19.52813351,21.8871946
5.68,12.4377387,19.63561693,22.25379092
5.682,12.58127004,19.73534959,22.62664559
5.684,12.72385411,19.82696952,23.00555016
5.686,12.86534546,19.91011649,23.39027498
5.688,13.00559438,19.98443319,23.78056886
5.69,13.1444471,20.04956662,24.17615876
5.692,13.28174597,20.1051692,24.57674971
5.694,13.41732964,20.15090055,24.98202439
5.696,13.55103331,20.186429,25.39164309
5.698,13.68268895,20.21143307,25.8052438
5.7,13.81212563,20.2256028,26.22244243
5.702,13.93916977,20.22864169,26.64283298
5.704,14.06364553,20.22026824,27.065988
5.706,14.18537513,20.20021768,27.49145892
5.708,14.30417923,20.16824366,27.91877685
5.71,14.4198774,20.12411993,28.34745335
5.712,14.53228847,20.06764174,28.77698132
5.714,14.64123105,19.99862762,29.20683613
5.716,14.74652401,19.91692101,29.63647682
5.718,14.84798695,19.82239163,30.06534739
5.72,14.94544073,19.71493697,30.49287824
5.722,15.03870803,19.59448366,30.91848802
5.724,15.12761387,19.46098865,31.34158516
5.726,15.21198619,19.31444032,31.76156985
5.728,15.29165646,19.15485952,32.17783608
5.73,15.36646021,18.98230041,32.58977376
5.732,15.43623762,18.79685113,32.99677067
5.734,15.50083414,18.59863434,33.39821507
5.736,15.56010106,18.38780761,33.79349799
5.738,15.61389607,18.16456354,34.18201536
5.74,15.66208384,17.92912974,34.56317079
5.742,15.7045366,17.68176859,34.93637799
5.744,15.7411346,17.42277692,35.30106297
5.746,15.77176671,17.15248527,35.65666671
5.748,15.79633087,16.87125698,36.00264764
5.75,15.81473454,16.57948741,36.33848376
5.752,15.82689516,16.2776025,36.66367506
5.754,15.83274053,15.96605728,36.97774574
5.756,15.83220916,15.64533443,37.28024621
5.758,15.8252506,15.31594249,37.570755
5.76,15.81182571,14.97841368,37.84888066
5.762,15.79190686,14.63330186,38.11426333
5.764,15.76547818,14.28118058,38.36657621
5.766,15.7325356,13.92264044,38.60552678
5.768,15.693087,13.55828666,38.83085798
5.77,15.6471522,13.18873654,39.04234899
5.772,15.59476294,12.81461679,39.23981585
5.774,15.53596286,12.43656112,39.42311203
5.776,15.47080727,12.05520742,39.59212845
5.778,15.39936308,11.67119509,39.7467936
5.78,15.3217085,11.28516243,39.88707336
5.782,15.23793282,10.89774403,40.0129704
5.784,15.14813605,10.50956828,40.1245237
5.786,15.05242861,10.12125489,40.22180762
5.788,14.95093086,9.733412525,40.30493086
5.79,14.84377274,9.346636577,40.37403541
5.792,14.73109322,8.961507049,40.42929501
5.794,14.61303985,8.578586581,40.47091374
5.796,14.48976824,8.198418611,40.49912442
5.798,14.36144142,7.821525779,40.51418675
5.8,14.22822936,7.448408335,40.5163856
5.802,14.09030833,7.079542888,40.50602899
5.804,13.94786029,6.715381277,40.48344615
5.806,13.80107231,6.356349511,40.4489855
5.808,13.65013591,6.002847104,40.40301256
5.81,13.49524646,5.655246391,40.34590791
5.812,13.33660258,5.313892072,40.27806513
5.814,13.17440549,4.979101038,40.19988874
5.816,13.00885842,4.651162142,40.11179221
5.818,12.84016603,4.330336326,40.01419597
5.82,12.66853381,4.016856821,39.90752555
5.822,12.49416752,3.710929385,39.7922097
5.824,12.31727268,3.41273287,39.66867867
5.826,12.13805398,3.12241973,39.53736251
5.828,11.95671484,2.840116695,39.39868949
5.83,11.77345692,2.56592559,39.25308465
5.832,11.58847965,2.299924142,39.10096838
5.834,11.40197981,2.042166932,38.94275518
5.836,11.21415117,1.792686391,38.77885247
5.838,11.02518406,1.551493817,38.60965953
5.84,10.8352651,1.318580478,38.43556656
5.842,10.64457682,1.093918715,38.25695383
5.844,10.45329742,0.877463076,38.07419092
5.846,10.26160052,0.669151454,37.88763611
5.848,10.06965489,0.468906257,37.69763582
5.85,9.877624296,0.276635531,37.50452415
5.852,9.685667307,0.092234101,37.30862257
5.854,9.493937138,-0.084415283,37.11023957
5.856,9.30258154,-0.253440882,36.90967054
5.858,9.1117427,-0.414980877,36.70719764
5.86,8.921557165,-0.569182339,36.50308971
5.862,8.732155783,-0.716200218,36.29760237
5.864,8.543663674,-0.856196379,36.09097801
5.866,8.356200215,-0.989338674,35.88344601
5.868,8.169879041,-1.115800056,35.67522284
5.87,7.984808072,-1.235757747,35.46651235
5.872,7.801089543,-1.34939243,35.257506
5.874,7.618820061,-1.456887511,35.04838317
5.876,7.438090665,-1.558428407,34.83931147
5.878,7.258986908,-1.654201893,34.63044712
5.88,7.081588938,-1.744395485,34.4219353
5.882,6.905971605,-1.829196873,34.21391055
5.884,6.73220456,-1.908793394,34.00649715
5.886,6.560352374,-1.983371551,33.79980958
5.888,6.390474658,-2.053116572,33.59395287
5.89,6.222626191,-2.118212005,33.38902308
5.892,6.056857052,-2.178839354,33.1851077
5.894,5.89321276,-2.235177756,32.98228605
5.896,5.731734406,-2.287403681,32.78062975
5.898,5.572458807,-2.335690676,32.58020309
5.9,5.415418642,-2.380209132,32.38106343
5.902,5.260642606,-2.421126103,32.18326166
5.904,5.108155552,-2.458605108,31.98684252
5.906,4.957978635,-2.492805992,31.79184502
5.908,4.810129464,-2.52388481,31.59830275
5.91,4.664622252,-2.55199373,31.40624434
5.912,4.521467953,-2.577280944,31.21569371
5.914,4.380674409,-2.599890613,31.02667041
5.916,4.242246498,-2.61996283,30.83919
5.918,4.106186262,-2.637633585,30.65326429
5.92,3.972493053,-2.653034761,30.46890164
5.922,3.841163668,-2.666294134,30.28610726
5.924,3.712192474,-2.677535382,30.10488345
5.926,3.585571541,-2.68687812,29.92522986
5.928,3.461290772,-2.694437927,29.74714372
5.93,3.339338015,-2.700326396,29.57062006
5.932,3.219699193,-2.704651183,29.39565194
5.934,3.102358411,-2.707516063,29.2222306
5.936,2.987298076,-2.709021002,29.05034571
5.938,2.874498997,-2.709262221,28.87998549
5.94,2.763940498,-2.708332273,28.7111369
5.942,2.655600513,-2.706320125,28.5437858
5.944,2.549455688,-2.70331123,28.37791705
5.946,2.445481469,-2.699387611,28.21351469
5.948,2.343652199,-2.694627955,28.05056202
5.95,2.243941209,-2.689107713,27.88904175
5.952,2.146320889,-2.682899164,27.7289361
5.954,2.050762781,-2.676071521,27.57022685
5.956,1.957237646,-2.668691013,27.4128955
5.958,1.86571554,-2.660820978,27.25692329
5.96,1.776165887,-2.652521956,27.1022913
5.962,1.68855755,-2.643851788,26.94898054
5.964,1.602858885,-2.634865688,26.79697197
5.966,1.519037803,-2.625616329,26.64624657
5.968,1.437061835,-2.616153948,26.49678539
5.97,1.356898186,-2.606526427,26.34856963
5.972,1.278513784,-2.596779377,26.20158063
5.974,1.201875327,-2.586956208,26.05579991
5.976,1.126949337,-2.57709823,25.91120926
5.978,1.053702201,-2.567244729,25.7677907
5.98,0.982100213,-2.557433042,25.62552653
5.982,0.912109613,-2.547698629,25.48439938
5.984,0.843696626,-2.538075161,25.34439219
5.986,0.776827496,-2.528594585,25.20548822
5.988,0.71146852,-2.519287198,25.06767112
5.99,0.647586078,-2.510181711,24.93092488
5.992,0.585146661,-2.501305329,24.79523387
5.994,0.524116901,-2.492683805,24.66058285
5.996,0.464463594,-2.484341512,24.52695694
5.998,0.406153725,-2.476301499,24.39434167
6,0.349154487,-2.468585557,24.26272296
6.002,0.293433304,-2.461214275,24.13208712
6.004,0.238957851,-2.454207098,24.00242086
6.006,0.185696065,-2.447582376,23.87371125
6.008,0.133616169,-2.441357429,23.7459458
6.01,0.082686678,-2.435548588,23.61911237
6.012,0.03287642,-2.430171252,23.4931992
6.014,-0.015845458,-2.425239928,23.36819493
6.016,-0.063509476,-2.420768286,23.24408857
6.018,-0.110145812,-2.4167692,23.12086947
6.02,-0.155784295,-2.413254791,22.99852739
6.022,-0.200454395,-2.410236473,22.87705239
6.024,-0.244185219,-2.407724987,22.75643493
6.026,-0.287005503,-2.405730447,22.63666579
6.028,-0.328943608,-2.404262369,22.51773609
6.03,-0.370027517,-2.403329718,22.39963728
6.032,-0.410284832,-2.402940934,22.28236113
6.034,-0.449742769,-2.403103969,22.16589974
6.036,-0.488428159,-2.403826322,22.0502455
6.038,-0.526367446,-2.405115065,21.93539112
6.04,-0.563586685,-2.406976876,21.82132961
6.042,-0.600111545,-2.409418069,21.70805425
6.044,-0.635967309,-2.412444619,21.59555861
6.046,-0.671178873,-2.416062191,21.48383656
6.048,-0.705770749,-2.420276163,21.37288222
6.05,-0.73976707,-2.425091655,21.26268997
6.052,-0.773191587,-2.430513547,21.15325446
6.054,-0.806067678,-2.436546507,21.0445706
6.056,-0.838418347,-2.44319501,20.93663355
6.058,-0.870266229,-2.450463359,20.8294387
6.06,-0.901633595,-2.458355706,20.72298168
6.062,-0.932542358,-2.466876073,20.61725837
6.064,-0.963014071,-2.476028364,20.51226486
6.066,-0.99306994,-2.485816393,20.40799749
6.068,-1.022730825,-2.49624389,20.3044528
6.07,-1.052017246,-2.507314525,20.20162756
6.072,-1.080949389,-2.519031923,20.09951875
6.074,-1.109547112,-2.531399673,19.99812358
6.076,-1.13782995,-2.54442135,19.89743943
6.078,-1.165817122,-2.558100523,19.79746393
6.08,-1.193527537,-2.572440773,19.6981949
6.082,-1.220979803,-2.587445699,19.59963034
6.084,-1.248192227,-2.603118936,19.50176849
6.086,-1.275182829,-2.619464165,19.40460776
6.088,-1.301969345,-2.636485122,19.30814676
6.09,-1.328569234,-2.654185611,19.21238432
6.092,-1.354999686,-2.672569511,19.11731944
6.094,-1.381277626,-2.691640788,19.02295134
6.096,-1.407419727,-2.711403505,18.92927941
6.098,-1.43344241,-2.731861826,18.83630326
6.1,-1.459361857,-2.75302003,18.74402267
6.102,-1.485194014,-2.774882515,18.65243765
6.104,-1.510954599,-2.797453806,18.56154839
6.106,-1.536659111,-2.820738565,18.47135527
6.108,-1.562322835,-2.844741596,18.38185889
6.11,-1.587960851,-2.869467847,18.29306003
6.112,-1.613588039,-2.89492242,18.20495969
6.114,-1.639219089,-2.921110581,18.11755907
6.116,-1.664868502,-2.948037761,18.03085959
6.118,-1.690550604,-2.975709561,17.94486286
6.12,-1.716279549,-3.004131755,17.85957072
6.122,-1.742069328,-3.033310298,17.77498521
6.124,-1.767933773,-3.063251331,17.69110862
6.126,-1.793886566,-3.093961185,17.60794342
6.128,-1.819941246,-3.125446379,17.52549236
6.13,-1.846111214,-3.157713628,17.44375838
6.132,-1.872409744,-3.190769848,17.36274467
6.134,-1.898849981,-3.224622158,17.28245467
6.136,-1.925444955,-3.259277879,17.20289205
6.138,-1.952207585,-3.294744542,17.12406075
6.14,-1.979150687,-3.331029882,17.04596494
6.142,-2.006286975,-3.368141852,16.96860909
6.144,-2.033629074,-3.406088616,16.8919979
6.146,-2.061189522,-3.444878551,16.81613637
6.148,-2.088980774,-3.484520254,16.74102978
6.15,-2.117015216,-3.525022534,16.66668367
6.152,-2.145305161,-3.566394422,16.59310392
6.154,-2.17386286,-3.608645167,16.52029669
6.156,-2.202700508,-3.651784236,16.44826844
6.158,-2.231830247,-3.695821315,16.37702596
6.16,-2.261264175,-3.740766309,16.30657637
6.162,-2.291014344,-3.78662934,16.23692713
6.164,-2.321092775,-3.833420748,16.16808603
6.166,-2.351511453,-3.88115109,16.10006122
6.168,-2.382282343,-3.929831138,16.03286123
6.17,-2.413417382,-3.979471875,15.96649493
6.172,-2.444928493,-4.030084496,15.90097161
6.174,-2.476827588,-4.081680405,15.83630094
6.176,-2.50912657,-4.134271215,15.77249298
6.178,-2.541837339,-4.187868739,15.70955822
6.18,-2.574971792,-4.242484991,15.64750759
6.182,-2.608541834,-4.298132176,15.58635245
6.184,-2.642559376,-4.354822696,15.52610461
6.186,-2.677036341,-4.41256914,15.46677635
6.188,-2.711984668,-4.471384281,15.40838043
6.19,-2.747416314,-4.531281061,15.3509301
6.192,-2.783343253,-4.592272596,15.29443911
6.194,-2.819777489,-4.654372164,15.23892175
6.196,-2.856731051,-4.717593204,15.18439282
6.198,-2.894215997,-4.781949307,15.13086769
6.2,-2.932244417,-4.847454195,15.07836228
6.202,-2.970828433,-4.914121725,15.02689311
6.204,-3.009980204,-4.981965875,14.97647728
6.206,-3.049711927,-5.051000743,14.92713251
6.208,-3.090035838,-5.121240527,14.87887715
6.21,-3.130964211,-5.19269951,14.83173019
6.212,-3.172509359,-5.265392046,14.78571132
6.214,-3.214683639,-5.339332562,14.74084086
6.216,-3.257499449,-5.414535535,14.69713988
6.218,-3.300969231,-5.491015483,14.65463013
6.22,-3.345105464,-5.568786932,14.61333414
6.222,-3.389920667,-5.647864405,14.57327517
6.224,-3.435427401,-5.728262417,14.53447727
6.226,-3.481638265,-5.809995451,14.49696528
6.228,-3.528565899,-5.89307794,14.46076487
6.23,-3.576222972,-5.977524231,14.42590255
6.232,-3.624622185,-6.06334856,14.39240568
6.234,-3.673776268,-6.150565052,14.36030251
6.236,-3.723697983,-6.239187687,14.32962218
6.238,-3.774400111,-6.329230276,14.30039478
6.24,-3.825895453,-6.420706415,14.27265132
6.242,-3.878196817,-6.513629454,14.24642379
6.244,-3.931317023,-6.608012491,14.22174517
6.246,-3.985268897,-6.703868331,14.19864943
6.248,-4.040065261,-6.801209454,14.17717161
6.25,-4.095718926,-6.900047961,14.15734778
6.252,-4.152242677,-7.000395525,14.13921509
6.254,-4.209649278,-7.102263388,14.12281177
6.256,-4.267951462,-7.205662308,14.1081772
6.258,-4.327161917,-7.310602513,14.09535188
6.26,-4.387293278,-7.417093645,14.08437749
6.262,-4.448358101,-7.525144684,14.07529685
6.264,-4.510368876,-7.634763951,14.068154
6.266,-4.573338001,-7.745959038,14.0629942
6.268,-4.637277779,-7.85873675,14.05986395
6.27,-4.702200389,-7.973103036,14.058811
6.272,-4.768117868,-8.089062898,14.05988434
6.274,-4.835042113,-8.206620388,14.06313426
6.276,-4.902984857,-8.325778519,14.06861235
6.278,-4.971957655,-8.446539195,14.07637152
6.28,-5.041971853,-8.568903134,14.08646599
6.282,-5.113038564,-8.692869752,14.09895126
6.284,-5.185168665,-8.818437151,14.11388421
6.286,-5.258372768,-8.945602012,14.13132304
6.288,-5.332661198,-9.074359518,14.15132732
6.29,-5.408043966,-9.204703251,14.17395796
6.292,-5.48453072,-9.33662507,14.19927712
6.294,-5.562130753,-9.470115072,14.22734835
6.296,-5.64085296,-9.605161476,14.25823653
6.298,-5.720705812,-9.741750525,14.29200787
6.3,-5.80169732,-9.879866371,14.32872984
6.302,-5.883834981,-10.01949094,14.36847113
6.304,-5.967125774,-10.16060388,14.4113017
6.306,-6.051576116,-10.30318239,14.45729276
6.308,-6.137191828,-10.44720114,14.5065167
6.31,-6.223978085,-10.59263217,14.5590471
6.312,-6.311939366,-10.73944467,14.61495849
6.314,-6.401079427,-10.88760496,14.6743265
6.316,-6.491401253,-11.03707628,14.73722774
6.318,-6.582907011,-11.18781872,14.80373976
6.32,-6.675598003,-11.33978905,14.87394089
