time,x,y,z
2.392,-3.301257034,-5.423098655,15.25943234
2.394,-3.344004293,-5.496992272,15.21445188
2.396,-3.387380678,-5.572134759,15.17067993
2.398,-3.43139859,-5.648539267,15.12813852
2.4,-3.476070443,-5.726218916,15.08685039
2.402,-3.521408667,-5.805186801,15.04683903
2.404,-3.567425708,-5.88545597,15.00812872
2.406,-3.614134021,-5.967039398,14.97074451
2.408,-3.661546073,-6.049949971,14.93471225
2.41,-3.709674331,-6.134200432,14.90005863
2.412,-3.758531269,-6.219803394,14.86681115
2.414,-3.808129363,-6.306771309,14.8349982
2.416,-3.85848109,-6.395116441,14.80464906
2.418,-3.909598922,-6.484850838,14.77579389
2.42,-3.961495312,-6.575986278,14.74846377
2.422,-4.014182697,-6.668534254,14.72269072
2.424,-4.067673496,-6.76250596,14.69850773
2.426,-4.121980104,-6.857912247,14.67594877
2.428,-4.177114881,-6.954763589,14.65504879
2.43,-4.233090142,-7.053070026,14.63584379
2.432,-4.289918148,-7.152841117,14.61837075
2.434,-4.347611105,-7.254085939,14.60266775
2.436,-4.406181155,-7.356813032,14.58877393
2.438,-4.465640367,-7.461030348,14.57672952
2.44,-4.52600072,-7.566745203,14.56657587
2.442,-4.58727408,-7.673964187,14.55835542
2.444,-4.64947221,-7.782693174,14.55211175
2.446,-4.712606753,-7.892937248,14.54788961
2.448,-4.776689214,-8.004700654,14.54573494
2.45,-4.841730951,-8.117986732,14.54569483
2.452,-4.907743134,-8.232797811,14.54781756
2.454,-4.974736755,-8.349135196,14.55215259
2.456,-5.042722608,-8.466999104,14.55875063
2.458,-5.11171127,-8.586388586,14.56766358
2.46,-5.18171308,-8.707301459,14.57894462
2.462,-5.252738104,-8.829734195,14.59264808
2.464,-5.324796122,-8.953681857,14.60882952
2.466,-5.397896615,-9.079138052,14.62754573
2.468,-5.472048739,-9.206094833,14.64885478
2.47,-5.5472613,-9.334542612,14.67281592
2.472,-5.623542717,-9.464470058,14.69948963
2.474,-5.700900989,-9.595863988,14.72893751
2.476,-5.779343683,-9.728709307,14.76122238
2.478,-5.858877898,-9.862988896,14.7964082
2.48,-5.939510233,-9.99868351,14.83456009
2.482,-6.021246753,-10.13577168,14.87574425
2.484,-6.104092954,-10.27422961,14.92002796
2.486,-6.188053731,-10.41403104,14.96747955
2.488,-6.27313334,-10.55514718,15.01816836
2.49,-6.359335352,-10.69754655,15.07216467
2.492,-6.44666261,-10.84119487,15.12953957
2.494,-6.535117199,-10.98605496,15.19036507
